SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,PRICE,ZIP OR POSTAL CODE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,NEIGHBORHOOD
2018-06-01,Townhouse,606 N Guadalupe Ave Unit C,Redondo Beach,930000,90277,3.0,2.5,1549.0,1951.0,1979,615.0,600.0,300.0,SB18088971,33.8489255,-118.386351,Redondo Beach
2018-09-25,Townhouse,619 N Irena Ave Unit A,Redondo Beach,1150000,90277,3.0,2.5,2504.0,8237.0,1988,499.0,459.0,83.0,SB18207627,33.8498774,-118.38632709999999,Redondo Beach
2018-06-19,Townhouse,618 N Guadalupe Ave Unit B,Redondo Beach,955618,90277,3.0,3.0,1584.0,7968.0,2001,597.0,603.0,80.0,SB18086134,33.849553,-118.386707,Redondo Beach
2019-04-30,Townhouse,506 N Helberta Ave #6,Redondo Beach,1075000,90277,3.0,2.5,1967.0,14387.0,1980,282.0,547.0,390.0,SB19050182,33.8479154,-118.3844811,Redondo Beach
2019-12-11,Townhouse,403 N Elena Ave #5,Redondo Beach,1025000,90277,3.0,2.5,1666.0,12032.0,1980,57.0,615.0,300.0,SB19198798,33.8463331,-118.3892956,Redondo Beach
2018-07-03,Townhouse,620 El Redondo Ave #2,Redondo Beach,1095000,90277,3.0,2.5,2498.0,10075.0,1987,583.0,438.0,400.0,SB18064432,33.843172700000004,-118.3829761,Redondo Beach
2018-06-19,Townhouse,109 S Helberta Ave #2,Redondo Beach,1015000,90277,3.0,2.5,2122.0,6770.0,1986,597.0,478.0,0.0,SB18059847,33.84168,-118.381849,Redondo Beach
2019-10-10,Townhouse,106 S Guadalupe Ave Unit C,Redondo Beach,950000,90277,3.0,2.5,1615.0,13795.0,1980,119.0,588.0,350.0,SB19193639,33.8417974,-118.38256809999999,Redondo Beach
2019-06-27,Townhouse,124 S Guadalupe Ave Unit B,Redondo Beach,1300000,90277,3.0,2.5,2232.0,11992.0,2019,224.0,582.0,0.0,SB19041169,33.8408144,-118.3824815,Redondo Beach
2018-10-31,Townhouse,708 Garnet St,Redondo Beach,1180000,90277,3.0,3.0,1974.0,6268.0,1989,463.0,598.0,0.0,SB18229298,33.840286,-118.3810101,Redondo Beach
2019-06-26,Townhouse,110 S Guadalupe Ave #4,Redondo Beach,935000,90277,3.0,3.0,1615.0,14813.0,1983,225.0,579.0,325.0,PW19089940,33.8414828,-118.38240390000001,Redondo Beach
2019-05-08,Townhouse,425 S Catalina Ave #6,Redondo Beach,1038000,90277,3.0,2.75,2486.0,11275.0,1984,274.0,418.0,594.0,SB19063953,33.8356416,-118.3881726,Redondo Beach
2018-12-04,Townhouse,431 S Broadway,Redondo Beach,923000,90277,3.0,2.5,1607.0,26542.0,1978,429.0,574.0,360.0,SB18158409,33.8353639,-118.38692009999998,Redondo Beach
2018-04-13,Townhouse,221 S Lucia Ave Unit A,Redondo Beach,1175000,90277,3.0,2.5,2216.0,6047.0,1998,664.0,530.0,0.0,PV18060127,33.8393426,-118.3780033,Redondo Beach
2018-02-22,Townhouse,121 S Lucia Ave #3,Redondo Beach,1000000,90277,3.0,3.0,2014.0,18626.0,1986,714.0,497.0,350.0,SB18013096,33.8411274,-118.3780227,Redondo Beach
2018-08-10,Townhouse,600 S Catalina Ave S Unit D,Redondo Beach,1205000,90277,3.0,4.0,2136.0,27784.0,1988,545.0,564.0,340.0,SB18147088,33.832875,-118.38791100000002,Redondo Beach
2019-07-09,Townhouse,217 S Helberta Ave #3,Redondo Beach,999000,90277,3.0,2.5,2015.0,10550.0,1981,212.0,496.0,220.0,SB19082570,33.832212899999995,-118.38709909999999,Redondo Beach
2019-07-31,Townhouse,214 N Juanita Ave Unit B,Redondo Beach,1030000,90277,3.0,2.5,1763.0,5975.0,1980,190.0,584.0,0.0,SB19078537,33.8440674,-118.3795185,Redondo Beach
2018-10-12,Townhouse,219 N Lucia Ave Unit A,Redondo Beach,1285000,90277,3.0,2.5,2350.0,6016.0,2006,482.0,547.0,0.0,PV18248811,33.845324600000005,-118.3793606,Redondo Beach
2018-12-19,Townhouse,111 S Lucia Ave #1,Redondo Beach,1199000,90277,3.0,2.5,1913.0,6260.0,1985,414.0,627.0,0.0,SB18257777,33.8417853,-118.3780795,Redondo Beach
2019-05-06,Townhouse,105 S Irena Ave #4,Redondo Beach,1025000,90277,3.0,2.5,2133.0,12492.0,1980,276.0,481.0,300.0,SB19074673,33.8419156,-118.3806418,Redondo Beach
2019-08-30,Townhouse,235 N Juanita Ave Unit A,Redondo Beach,1160000,90277,3.0,3.25,2480.0,6013.0,1985,160.0,468.0,0.0,SB19083113,33.84492120000001,-118.3804693,Redondo Beach
2019-09-13,Townhouse,202 N Irena Ave Unit B,Redondo Beach,1149000,90277,3.0,3.0,2072.0,5967.0,2003,146.0,555.0,0.0,SB19148601,33.843250899999994,-118.3804514,Redondo Beach
2019-10-02,Townhouse,204 N Irena Ave Unit B,Redondo Beach,1375000,90277,3.0,2.5,2497.0,5968.0,2003,127.0,551.0,0.0,SB19198333,33.843373799999995,-118.380422,Redondo Beach
2018-09-21,Townhouse,619 S Pacific Coast Unit B,Redondo Beach,1035000,90277,3.0,4.0,1812.0,11042.0,2006,503.0,571.0,312.0,SB18174618,33.83148370000001,-118.3852533,Redondo Beach
2019-10-01,Townhouse,316 N Francisca Unit A,Redondo Beach,1400000,90277,3.0,4.5,2362.0,5458.0,2019,128.0,593.0,200.0,SB19045255,33.8465662,-118.3870841,Redondo Beach
2019-09-19,Townhouse,530 Avenue C Unit A,Redondo Beach,1700000,90277,3.0,4.0,2400.0,6105.0,2019,140.0,708.0,250.0,SB19168952,33.825302,-118.384496,Redondo Beach
2019-10-17,Townhouse,1301 S Catalina Ave Unit B,Redondo Beach,1215000,90277,3.0,2.5,1730.0,25002.0,1982,112.0,702.0,325.0,SB19216784,33.822987700000006,-118.388773,Redondo Beach
2019-04-09,Townhouse,926 S Pacific Coast Hwy Unit B,Redondo Beach,1149000,90277,3.0,3.5,2186.0,5091.0,2007,303.0,526.0,85.0,SB19028777,33.82692479999999,-118.385254,Redondo Beach
2018-07-06,Townhouse,1525 Artesia Blvd Unit A,Manhattan Beach,905000,90266,3.0,2.5,1412.0,13465.0,1998,580.0,641.0,300.0,SB18039961,33.873229200000004,-118.3864425,Manhattan Beach
2019-01-30,Townhouse,1551 Artesia Blvd #2,Manhattan Beach,940000,90266,3.0,3.0,1800.0,6730.0,2008,372.0,522.0,200.0,SB18179996,33.873179799999996,-118.3855982,Manhattan Beach
2019-03-12,Townhouse,1217 24Th St,Hermosa Beach,1300000,90254,3.0,3.0,1668.0,3002.0,1973,331.0,779.0,0.0,SB18287542,33.872359,-118.39208300000001,Hermosa Beach
2018-03-23,Townhouse,420 Esplanade #2,Redondo Beach,1175000,90277,3.0,2.5,1991.0,22915.0,1985,685.0,590.0,495.0,SB17257149,33.835999,-118.38829609999999,Redondo Beach
2018-04-17,Townhouse,2019 Carnegie Ln #7,Redondo Beach,868000,90278,3.0,2.5,1654.0,14989.0,1984,660.0,525.0,275.0,SB18051732,33.871203799999996,-118.3753929,Redondo Beach
2018-09-26,Townhouse,2019 Carnegie Ln #2,Redondo Beach,830000,90278,3.0,2.5,1900.0,14989.0,1984,498.0,437.0,275.0,SB18195793,33.871203799999996,-118.3753929,Redondo Beach
2019-05-10,Townhouse,311 Aviation Pl,Manhattan Beach,1045000,90266,3.0,2.5,1747.0,59679.0,2002,272.0,598.0,510.0,PW19039208,33.881188,-118.3788664,Manhattan Beach
2018-12-28,Townhouse,211 Aviation Pl,Manhattan Beach,1075000,90266,3.0,2.5,1747.0,59679.0,2002,405.0,615.0,436.0,SB18221822,33.880361799999996,-118.3788885,Manhattan Beach
2019-08-23,Townhouse,1777 Mathews Ave,Manhattan Beach,1270000,90266,3.0,2.5,1900.0,7500.0,2012,167.0,668.0,330.0,SB19171475,33.8739309,-118.38018590000001,Manhattan Beach
2019-02-05,Townhouse,1920 Voorhees Ave #3,Redondo Beach,900000,90278,3.0,2.5,1660.0,14992.0,1985,366.0,542.0,243.0,SB18248726,33.876336,-118.3781799,Redondo Beach
2019-10-11,Townhouse,1920 Voorhees Ave #1,Redondo Beach,1005000,90278,3.0,3.0,1629.0,14992.0,1985,118.0,617.0,290.0,SB19186018,33.876336,-118.3781799,Redondo Beach
2018-04-23,Townhouse,505 S Broadway Unit C,Redondo Beach,1480000,90277,3.0,4.0,2610.0,8668.0,2007,654.0,567.0,150.0,SB18036915,33.8346691,-118.3870683,Redondo Beach
2018-02-13,Townhouse,601 Green Ln,Redondo Beach,1040000,90278,3.0,3.0,2176.0,6631.0,1991,723.0,478.0,0.0,SB17272451,33.8599969,-118.37708590000001,Redondo Beach
2019-04-22,Townhouse,1914 Plant Ave Unit B,Redondo Beach,900000,90278,3.0,2.5,1748.0,6653.0,1985,290.0,515.0,0.0,SB19044418,33.8806436,-118.37744529999999,Redondo Beach
2018-06-12,Townhouse,205 S Francisca Ave #2,Redondo Beach,960000,90277,3.0,2.5,1693.0,11989.0,1980,604.0,567.0,350.0,SB18102796,33.8398098,-118.3846821,Redondo Beach
2018-07-17,Townhouse,812 N Irena Ave Unit B,Redondo Beach,1195000,90277,3.0,2.5,2176.0,10986.0,2008,569.0,549.0,150.0,SB18133597,33.852412,-118.388997,Redondo Beach
2018-04-03,Townhouse,1815 Pullman Ln Unit A,Redondo Beach,950000,90278,3.0,2.5,1378.0,7505.0,1986,674.0,689.0,0.0,SB18032046,33.8644599,-118.3798639,Redondo Beach
2018-03-16,Townhouse,1902 Graham Ave Unit A,Redondo Beach,769000,90278,3.0,2.5,1480.0,9844.0,1984,692.0,520.0,200.0,SB18008747,33.879205,-118.379731,Redondo Beach
2018-08-29,Townhouse,540 1St St #7,Hermosa Beach,1200000,90254,3.0,3.0,1509.0,23732.0,1991,526.0,795.0,400.0,SB18149774,33.85431129999999,-118.3926937,Hermosa Beach
2018-06-05,Townhouse,2507 Huntington Lane Ln Unit B,Redondo Beach,1075000,90278,3.0,2.5,2250.0,7590.0,1987,611.0,478.0,0.0,SB18089282,33.868277,-118.36571229999998,Redondo Beach
2019-11-14,Townhouse,2120 Rockefeller Ln Unit A,Redondo Beach,890000,90278,3.0,3.0,1923.0,7486.0,1988,84.0,463.0,225.0,SB19238067,33.869726299999996,-118.37306219999999,Redondo Beach
2019-12-06,Townhouse,1505 Rindge Ln #3,Redondo Beach,945000,90278,3.0,2.5,1900.0,7494.0,2003,62.0,497.0,100.0,SB19188272,33.8685724,-118.37287099999999,Redondo Beach
2018-10-02,Townhouse,1112 Vincent St Unit B,Redondo Beach,1180000,90277,3.0,2.5,2468.0,6301.0,1989,492.0,478.0,0.0,SB18191775,33.8461941,-118.3784476,Redondo Beach
2019-05-31,Townhouse,2223 Clark Ln #3,Redondo Beach,769000,90278,3.0,2.0,1765.0,7510.0,1975,251.0,436.0,350.0,PV19081690,33.8664307,-118.37075559999998,Redondo Beach
2019-03-11,Townhouse,2408 Rockefeller Ln #1,Redondo Beach,925000,90278,3.0,2.5,1647.0,7499.0,1981,332.0,562.0,250.0,SB19003633,33.869760799999995,-118.36769950000001,Redondo Beach
2018-06-29,Townhouse,2011 Havemeyer Ln Unit A,Redondo Beach,1050000,90278,3.0,2.5,1936.0,7502.0,1986,587.0,542.0,0.0,SB18093275,33.8606732,-118.3759345,Redondo Beach
2018-12-14,Townhouse,2018 Marshallfield Ln Unit B,Redondo Beach,915000,90278,3.0,2.5,1932.0,7500.0,1984,419.0,474.0,175.0,SB18199490,33.8650319,-118.37531409999998,Redondo Beach
2019-06-10,Townhouse,2014 Grant Ave Unit A,Redondo Beach,850200,90278,3.0,2.5,1893.0,9004.0,1996,241.0,449.0,150.0,SB19085077,33.8686838,-118.3756283,Redondo Beach
2018-08-29,Townhouse,2404 A Huntington Ln,Redondo Beach,911000,90278,3.0,2.5,2000.0,7499.0,1984,526.0,456.0,0.0,SB18166287,33.867855600000006,-118.3680406,Redondo Beach
2018-03-27,Townhouse,2515 Grant Ave #2,Redondo Beach,740000,90278,3.0,1.75,1410.0,7507.0,1980,681.0,525.0,200.0,SB18007934,33.8693528,-118.36509609999999,Redondo Beach
2019-07-16,Townhouse,2501 Grant Ave Unit B,Redondo Beach,795000,90278,3.0,2.5,1924.0,14924.0,1984,205.0,413.0,330.0,SB19107717,33.869346,-118.366155,Redondo Beach
2018-10-15,Townhouse,2301 Marshallfield Ln Unit B,Redondo Beach,890000,90278,3.0,2.5,1921.0,7513.0,1984,479.0,463.0,0.0,SB18224304,33.865491999999996,-118.370446,Redondo Beach
2019-06-04,Townhouse,2307 Pullman Ln Unit A,Redondo Beach,1075000,90278,3.0,2.5,2300.0,7507.0,1989,247.0,467.0,0.0,SB19080396,33.864559,-118.369949,Redondo Beach
2019-08-22,Townhouse,2304 Clark Ln Unit B,Redondo Beach,1005000,90278,3.0,2.5,2012.0,7491.0,1987,168.0,500.0,115.0,SB19167104,33.8659692,-118.3701119,Redondo Beach
2018-09-06,Townhouse,718 S Catalina Ave #4,Redondo Beach,1243000,90277,3.0,2.5,2200.0,18872.0,1979,518.0,565.0,250.0,SB18166112,33.830255,-118.3885092,Redondo Beach
2018-10-26,Townhouse,302 S Catalina Ave #9,Redondo Beach,1299000,90277,3.0,2.5,2542.0,26292.0,1992,468.0,511.0,582.0,SB18216709,33.8379674,-118.3874213,Redondo Beach
2018-05-16,Townhouse,1506 Slauson Ln,Redondo Beach,875000,90278,3.0,3.0,1643.0,7496.0,1987,631.0,533.0,300.0,SB18081986,33.8685644,-118.37050579999999,Redondo Beach
2020-01-15,Townhouse,2206 Carnegie Ln Unit C,Redondo Beach,950000,90278,3.0,2.5,1518.0,7481.0,1980,22.0,626.0,150.0,SB19278856,33.8708074,-118.3721035,Redondo Beach
2019-03-14,Townhouse,2419 Vanderbilt Ln #1,Redondo Beach,790000,90278,3.0,2.5,1656.0,14970.0,1980,329.0,477.0,225.0,SB19003220,33.8721531,-118.3667993,Redondo Beach
2018-07-17,Townhouse,2409 Vanderbilt Ln #6,Redondo Beach,850000,90278,3.0,2.5,1780.0,14810.0,1985,569.0,478.0,200.0,SB18125768,33.872151200000005,-118.3677869,Redondo Beach
2019-07-25,Townhouse,2421 Vanderbilt Ln #7,Redondo Beach,805000,90278,3.0,2.5,1538.0,14970.0,1980,196.0,523.0,250.0,SB19137556,33.8721531,-118.3667993,Redondo Beach
2018-11-20,Townhouse,2115 Robinson St Unit B,Redondo Beach,1251000,90278,3.0,2.5,2034.0,6628.0,2018,443.0,615.0,163.0,IN18250092,33.880228100000004,-118.3735774,Redondo Beach
2018-12-18,Townhouse,2115 Robinson St Unit A,Redondo Beach,1219000,90278,3.0,2.5,1963.0,6628.0,2018,415.0,621.0,163.0,IN18246966,33.880228100000004,-118.3735774,Redondo Beach
2018-06-25,Townhouse,2115 Farrell Ave Unit C,Redondo Beach,819000,90278,3.0,2.5,1666.0,30002.0,1979,591.0,492.0,250.0,SB18089147,33.8838881,-118.3737926,Redondo Beach
2018-08-02,Townhouse,2115 Farrell Ave Unit D,Redondo Beach,870000,90278,3.0,2.25,1666.0,30002.0,1979,553.0,522.0,250.0,SB18148131,33.8838881,-118.3737926,Redondo Beach
2018-03-27,Townhouse,502 N Juanita Ave Unit B,Redondo Beach,1340000,90277,3.0,3.5,2661.0,6106.0,2002,681.0,504.0,67.0,SB18028945,33.8491204,-118.3824584,Redondo Beach
2019-04-23,Townhouse,2301 Mathews Unit D,Redondo Beach,895000,90278,3.0,2.5,1722.0,9146.0,1986,289.0,520.0,190.0,SB19039089,33.8740081,-118.3697981,Redondo Beach
2019-06-05,Townhouse,2223 Mathews Ave Unit A,Redondo Beach,849000,90278,3.0,3.0,1719.0,14687.0,2000,246.0,494.0,245.0,SB19080062,33.8740634,-118.37077959999999,Redondo Beach
2019-03-26,Townhouse,2211 Mathews Ave Unit A,Redondo Beach,920000,90278,3.0,2.5,1851.0,7498.0,2007,317.0,497.0,50.0,PV18184531,33.87406420000001,-118.37173829999999,Redondo Beach
2019-01-15,Townhouse,2218 Mathews Ave #5,Redondo Beach,735000,90278,3.0,3.0,1500.0,14980.0,1985,387.0,490.0,280.0,SB18269215,33.87354570000001,-118.3710211,Redondo Beach
2019-09-24,Townhouse,2210 Mathews Ave Unit A,Redondo Beach,915000,90278,3.0,2.5,1801.0,7491.0,2004,135.0,508.0,175.0,SB19170590,33.873528,-118.37174679999998,Redondo Beach
2018-09-25,Townhouse,118 S Irena Ave Unit A,Redondo Beach,1490000,90277,3.0,2.5,2119.0,6010.0,2018,499.0,703.0,150.0,SB18141558,33.841244399999994,-118.37990959999999,Redondo Beach
2018-09-07,Townhouse,208 N Juanita Ave #1,Redondo Beach,1020000,90277,3.0,3.0,1856.0,12025.0,1983,517.0,550.0,200.0,SB18196723,33.843864,-118.3792763,Redondo Beach
2018-08-20,Townhouse,213 N Lucia Ave Unit B,Redondo Beach,1185000,90277,3.0,2.5,2503.0,6018.0,1991,535.0,473.0,0.0,PV18107428,33.845038200000005,-118.3792237,Redondo Beach
2018-04-26,Townhouse,1818 Morgan Ln Unit A,Redondo Beach,1125000,90278,3.0,2.5,2711.0,7519.0,1990,651.0,415.0,0.0,SB18059811,33.8613054,-118.3794987,Redondo Beach
2018-05-03,Townhouse,161 1St Ct,Hermosa Beach,1680000,90254,3.0,3.0,1520.0,2758.0,2007,644.0,1105.0,0.0,SB18066739,33.853714000000004,-118.39659679999998,Hermosa Beach
2018-04-27,Townhouse,1916 Rockefeller Ln #4,Redondo Beach,880000,90278,3.0,2.5,2000.0,14987.0,1985,650.0,440.0,300.0,SB18073462,33.86974489999999,-118.3774975,Redondo Beach
2019-02-20,Townhouse,705 S Broadway Unit C,Redondo Beach,1025000,90277,3.0,2.5,2229.0,6940.0,1980,351.0,460.0,300.0,SB18239724,33.8308471,-118.38782020000001,Redondo Beach
2019-08-13,Townhouse,727 S Broadway Unit E,Redondo Beach,1035000,90277,3.0,2.5,1623.0,21243.0,1988,177.0,638.0,375.0,SB19120172,33.829299400000004,-118.38833149999999,Redondo Beach
2019-08-20,Townhouse,726 S Elvira Ave Unit B,Redondo Beach,1400000,90277,3.0,2.5,1903.0,6995.0,1988,170.0,736.0,0.0,SB19129651,33.829045,-118.386379,Redondo Beach
2019-11-26,Townhouse,540 1St St #6,Hermosa Beach,1200000,90254,3.0,2.75,1509.0,23732.0,1991,72.0,795.0,400.0,SB19125949,33.85431129999999,-118.3926937,Hermosa Beach
2018-05-16,Townhouse,537 1/2 Avenue A,Redondo Beach,981000,90277,3.0,3.0,1522.0,5726.0,1975,631.0,645.0,200.0,SB18082330,33.827940000000005,-118.384351,Redondo Beach
2018-07-18,Townhouse,1206 S Catalina Ave Unit A,Redondo Beach,1445000,90277,3.0,2.5,1935.0,7514.0,1999,568.0,747.0,75.0,SB18140289,33.8239573,-118.38805659999998,Redondo Beach
2018-05-02,Townhouse,1813 A Pullman Ln Unit A,Redondo Beach,1145103,90278,3.0,3.0,2100.0,7495.0,1988,645.0,545.0,25.0,PV18064230,33.8644724,-118.38000509999999,Redondo Beach
2019-04-22,Townhouse,1804 Marshallfield Ln Unit A,Redondo Beach,905000,90278,3.0,2.5,1975.0,12019.0,1981,290.0,458.0,0.0,DW19047039,33.865015899999996,-118.38068559999999,Redondo Beach
2019-05-03,Townhouse,1813 Pullman Ln Unit B,Redondo Beach,1201000,90278,3.0,2.5,2138.0,7495.0,1988,279.0,562.0,25.0,SB19092944,33.864543,-118.379993,Redondo Beach
2019-09-11,Townhouse,225 N Lucia Ave Unit A,Redondo Beach,1308000,90277,3.0,3.5,2221.0,6016.0,1992,148.0,589.0,0.0,PV19172979,33.845612100000004,-118.37957800000001,Redondo Beach
2019-03-22,Townhouse,704 S Pacific Coast Hwy Unit D,Redondo Beach,875000,90277,3.0,2.5,1800.0,16398.0,2007,321.0,486.0,300.0,SB18201365,33.8304469,-118.3846939,Redondo Beach
2019-06-07,Townhouse,620 Beryl St #9,Redondo Beach,919000,90277,3.0,2.25,1621.0,38356.0,1981,244.0,567.0,450.0,SB19063023,33.850162,-118.386517,Redondo Beach
2018-08-06,Townhouse,407 Anita St Unit D,Redondo Beach,1150000,90278,3.0,3.0,2800.0,10891.0,1990,549.0,411.0,300.0,SB18113069,33.8552775,-118.38820279999999,Redondo Beach
2019-11-07,Townhouse,1708 Ruxton Ln Unit B,Redondo Beach,805000,90278,3.0,2.5,1780.0,12019.0,2007,91.0,452.0,212.0,RS19130426,33.870258,-118.35946399999999,Redondo Beach
2018-11-28,Townhouse,937 1St St Unit A,Hermosa Beach,1190000,90254,3.0,2.5,1814.0,6748.0,1998,435.0,656.0,160.0,SB18167456,33.856145899999994,-118.38855559999999,Hermosa Beach
2019-06-28,Townhouse,1709 Marshallfield Ln Unit A,Redondo Beach,800000,90278,3.0,2.25,1684.0,7501.0,1974,223.0,475.0,216.0,SB19074317,33.8654173,-118.38214740000002,Redondo Beach
2018-02-21,Townhouse,501 Herondo St #35,Hermosa Beach,1029000,90254,3.0,2.5,1446.0,92623.0,1987,715.0,712.0,440.0,SB18003638,33.8547204,-118.39333710000001,Hermosa Beach
2019-04-16,Townhouse,647 1St Pl,Hermosa Beach,1335000,90254,3.0,2.5,2160.0,4613.0,1988,296.0,618.0,0.0,SB19033605,33.855740000000004,-118.39182199999999,Hermosa Beach
2019-03-29,Townhouse,1116 Ford Ave Unit A,Redondo Beach,1120000,90278,3.0,2.5,1844.0,8261.0,2008,314.0,607.0,0.0,PV19010013,33.8646473,-118.3822328,Redondo Beach
2018-12-24,Townhouse,2300 Carnegie Ln #9,Redondo Beach,819000,90278,3.0,2.5,1371.0,22495.0,1980,409.0,597.0,200.0,SB18281949,33.870689899999995,-118.3703031,Redondo Beach
2019-10-25,Townhouse,2604 Carnegie Ln Unit C,Redondo Beach,940000,90278,3.0,2.5,1820.0,7512.0,2006,104.0,516.0,120.0,SB19239735,33.8706681,-118.36384059999999,Redondo Beach
2019-01-17,Townhouse,1908 Speyer Ln Unit B,Redondo Beach,910000,90278,3.0,2.5,1915.0,7507.0,1979,385.0,475.0,75.0,SB18265930,33.862134399999995,-118.3782662,Redondo Beach
2019-04-26,Townhouse,2016 Graham Ave #2,Redondo Beach,1126000,90278,3.0,2.25,2373.0,7506.0,1985,286.0,475.0,151.0,SB19054831,33.8791421,-118.37550449999999,Redondo Beach
2019-06-05,Townhouse,2020 Mathews Ave Unit B,Redondo Beach,935000,90278,3.0,2.5,1615.0,7505.0,1986,246.0,579.0,0.0,SB19050512,33.8736092,-118.37516210000001,Redondo Beach
2019-07-24,Townhouse,2004 Manhattan Beach Blvd Unit B,Redondo Beach,915000,90278,3.0,3.5,1942.0,5648.0,1988,197.0,471.0,0.0,SB19138575,33.8869964,-118.37649350000001,Redondo Beach
2019-07-25,Townhouse,2100 Bataan Rd Unit B,Redondo Beach,1003000,90278,3.0,2.5,1802.0,7490.0,1982,196.0,557.0,125.0,SB19141243,33.884465500000005,-118.374733,Redondo Beach
2018-02-22,Townhouse,2014 Vanderbilt Ln #7,Redondo Beach,762000,90278,3.0,2.5,1522.0,15003.0,1986,714.0,501.0,300.0,SB17264279,33.8716156,-118.37572279999999,Redondo Beach
2018-10-31,Townhouse,2104 Vanderbilt Ln Unit A,Redondo Beach,915000,90278,3.0,3.0,1831.0,7504.0,2003,463.0,500.0,100.0,SB18228113,33.87159929999999,-118.37438600000002,Redondo Beach
2018-07-02,Townhouse,224 N Irena Ave Unit B,Redondo Beach,1230000,90277,3.0,2.5,2086.0,5991.0,1989,584.0,590.0,0.0,SB18079908,33.844395899999995,-118.3809841,Redondo Beach
2018-04-06,Townhouse,805 Emerald St,Redondo Beach,1204000,90277,3.0,2.5,2303.0,15084.0,1990,671.0,523.0,250.0,SB18038324,33.84247979999999,-118.3813866,Redondo Beach
2019-06-05,Townhouse,202 N Irena Ave Unit A,Redondo Beach,1165000,90277,3.0,2.5,2039.0,5967.0,2003,246.0,571.0,0.0,SB19090695,33.843250899999994,-118.3804514,Redondo Beach
2019-08-09,Townhouse,109 N Irena Ave Unit A,Redondo Beach,975000,90277,3.0,4.0,1561.0,5561.0,1995,181.0,625.0,0.0,SB19151397,33.842942,-118.381003,Redondo Beach
2019-04-08,Townhouse,1904 Havemeyer Ln Unit A,Redondo Beach,925000,90278,3.0,2.5,2196.0,7517.0,1987,304.0,421.0,0.0,SB19002593,33.8601825,-118.37854009999998,Redondo Beach
2019-11-08,Townhouse,530 Avenue C Unit B,Redondo Beach,1550000,90277,3.0,3.0,2400.0,12019.0,2019,90.0,646.0,280.0,SB19169055,33.825302,-118.384496,Redondo Beach
2018-05-02,Townhouse,1103 S Catalina Ave Unit A,Redondo Beach,1605000,90277,3.0,3.0,2220.0,7504.0,2006,645.0,723.0,200.0,SB18127390,33.8252342,-118.3888793,Redondo Beach
2018-11-06,Townhouse,1835 Rockefeller Ln Unit A,Redondo Beach,875000,90278,3.0,2.5,1599.0,7517.0,1989,457.0,547.0,167.0,SB18189951,33.8702497,-118.3793846,Redondo Beach
2019-01-15,Townhouse,730 S Catalina Ave Unit A,Redondo Beach,1190000,90277,3.0,2.5,1800.0,21243.0,1988,387.0,661.0,375.0,SB18261385,33.8293744,-118.38849170000002,Redondo Beach
2018-12-17,Townhouse,716 S Broadway Unit C,Redondo Beach,1050000,90277,3.0,2.5,1901.0,7514.0,1982,416.0,552.0,400.0,SB18254822,33.8299244,-118.38733870000002,Redondo Beach
2019-05-31,Townhouse,1112 Vincent St Unit A,Redondo Beach,1160000,90277,3.0,2.5,2015.0,6301.0,1989,251.0,576.0,0.0,SB19092691,33.8461941,-118.3784476,Redondo Beach
2019-02-26,Townhouse,2208 Bataan Rd #2,Redondo Beach,1070000,90278,3.0,2.5,2017.0,7505.0,1986,345.0,530.0,0.0,SB19018998,33.8844035,-118.37195659999999,Redondo Beach
2018-09-20,Townhouse,2221 Nelson #B,Redondo Beach,995000,90278,3.0,3.0,2112.0,7489.0,1987,504.0,471.0,0.0,PW18215127,33.874886,-118.3709709,Redondo Beach
2018-12-31,Townhouse,2317 Carnegie Ln Unit A,Redondo Beach,850000,90278,3.0,2.5,1723.0,8250.0,1979,402.0,493.0,125.0,SB18263301,33.871269899999994,-118.3691645,Redondo Beach
2018-03-12,Townhouse,2113 Mathews Ave Unit A,Redondo Beach,920000,90278,3.0,2.5,1810.0,7494.0,2000,696.0,508.0,250.0,SB18024022,33.8740544,-118.37370130000001,Redondo Beach
2019-02-21,Townhouse,710 S Broadway Unit A,Redondo Beach,1255000,90277,3.0,2.5,1970.0,7495.0,1990,350.0,637.0,300.0,PV18288968,33.830319,-118.38741709999998,Redondo Beach
2018-05-08,Townhouse,108 S Helberta Ave Unit A,Redondo Beach,1250000,90277,3.0,3.0,1970.0,5872.0,2006,639.0,635.0,0.0,SB18053700,33.8416946,-118.38119920000001,Redondo Beach
2019-01-16,Townhouse,121 S Helberta Ave Unit B,Redondo Beach,1183000,90277,3.0,2.5,2618.0,7124.0,1991,386.0,452.0,0.0,SB18224555,33.8410304,-118.3816392,Redondo Beach
2019-12-11,Townhouse,101 N Broadway,Redondo Beach,1001489,90277,3.0,2.5,1656.0,28778.0,1989,57.0,605.0,351.0,SB19253928,33.842319,-118.387621,Redondo Beach
2019-03-12,Townhouse,317 N Broadway #7,Redondo Beach,1015000,90277,3.0,3.0,1859.0,17966.0,1988,331.0,546.0,350.0,SB19028147,33.844685999999996,-118.3892666,Redondo Beach
2019-05-17,Townhouse,105 N Lucia Ave Unit A,Redondo Beach,1240000,90277,3.0,2.5,2040.0,5912.0,2005,265.0,608.0,0.0,SB19076880,33.8428346,-118.37835749999999,Redondo Beach
